94952.4,1.68509e+006,1.85002e+006,166440,218861,81789.7,5843.15,74574.3,431732,1.03977e+006,666282,174332,206680,98545.8,67141,101939,55810.9,13154.1,79835.3,242667,525344,1.1521e+006,1.55421e+006,892525,1.36447e+006,3.33518e+006,3.55746e+006,1.50352e+006,1.03332e+006,727259,126344,196319,280153,327598,763127,499591,74540.8,96901.1,740375,1.61176e+006,4.01029e+006,5.24318e+006,3.7516e+006,1.18515e+006,1.72621e+006,3.30776e+006,2.60654e+006,1.42118e+006,341524,61391.1,822699,3.13988e+006,1.86194e+006,77121.5,256771,351716,677939,1.38099e+006,1.81353e+006,2.23084e+006,1.74424e+006,165498,849603,1.13688e+006,406644,124765,356105,1.82398e+006,748398,968119,8.0567e+006,1.1968e+007,4.92118e+006,1.4018e+006,2.59306e+006,1.1901e+006,815638,460852,89317.6,26795.5,65034.2,478925,630393,711928,909938,616492,96546.9,154649,236514,9763.91,659765,1.25615e+006,1.27257e+006,751729,10572.7,253147,166246,741555,3.72682e+006,2.82762e+006,901039,1.61801e+006,73357.7,516197,754046,930592,289913,597436,915653,300256,155446,2.13194e+006,7.26447e+006,3.20358e+006,385588,226522,60576,141275,88287.8,130723,955066,1.08653e+006,212502,317734,2.28458e+006,4.42156e+006,3.20336e+006,968948,1.24988e+006,1.1832e+006,293140,65702,83162.1,519979,894393,712505,113088,123269,552413,783128,691187,551526,259752,32539.6,339897,199513,21872.8,247618,44811.8,108722,284613,448153,1.16183e+006,633327,285609,1.87484e+006,3.05624e+006,2.31247e+006,629327,1.38436e+006,657573,255532,536999,228981,220433,1.77036e+006,1.60916e+006,951213,450336,691213,1.09768e+006,1.09624e+006,1.58636e+006,1.15109e+006,93842.5,148425,106448,329397,963628,2.19676e+006,2.58411e+006,324611,669202,3.49837e+006,3.9607e+006,1.19995e+006,209862,59501.4,76499.2,208646,309596,290651,94967,42343.2,14332.4,13121.4,55727.3,47530.5,19173.6,19108.8,288369,439995,216535,101949,55165.7,31082.8,30764.8,11202,8220.53,33164.2,33421.4,61609.3,136387,68506.9,1391.29,37927.9,44310.8,56791.1,58853.3,30180.7,20605.3,13877.6,2146.96,9776.76,10394.8,22385.7,22699.6,6180.55,34994.2,60598.9,28106.6,5973.65,7406.67,10228.9,1397.39,1547.65,4518.53,1639.05,260.685,3235.18,3482.92,765.793,61.5044,106.434,313.128,291.629,88.4034,38.6308,43.2722,153.156,285.543,101.598,267.989,102.03,144.078,209.323,95.6503,
887.421,1.98003e+006,2.51164e+006,707696,95410.6,8760.82,15428.4,25562.7,122973,525539,741821,333960,35390.5,74899.7,119757,30405.5,17197.9,97183.3,76521.4,120075,207212,156611,381058,201618,336167,1.17989e+006,1.05521e+006,346801,900018,208827,131617,112794,203941,527992,961933,1.28027e+006,1.34561e+006,1.15104e+006,1.33137e+006,4.10485e+006,3.55014e+006,813314,644740,54061.5,1.22631e+006,750718,84227,338459,773497,1.06478e+006,1.13665e+006,2.29773e+006,2.56504e+006,1.67392e+006,1.06478e+006,1.01028e+006,377260,4623.28,63384.7,65292.8,216377,1.81268e+006,2.4332e+006,1.03111e+006,926974,3.00322e+006,2.24012e+006,402405,2.43458e+006,2.23423e+006,4.65449e+006,6.77737e+006,2.40056e+006,179965,428148,1.71133e+006,829236,158820,162508,273532,387356,74845.2,251563,297701,57050.2,265866,98485.7,188181,331423,228985,2.25859e+006,3.30527e+006,598244,1.03468e+006,2.52163e+006,1.49265e+006,653345,823771,237054,2.71631e+006,4.25445e+006,3.56389e+006,1.67805e+006,362402,115991,44110.1,24086.2,442291,3.51316e+006,6.17478e+006,3.51659e+006,1.72645e+006,2.80697e+006,1.69091e+006,410119,139472,1.21717e+006,1.33403e+006,756030,850749,1.94209e+006,1.52293e+006,641746,634888,297040,2.22343e+006,1.11861e+006,1.74858e+006,1.49951e+006,216550,855717,315405,80053,71207,114162,2031.77,112710,91641,13989.3,23428.5,350344,718150,428624,275630,34667.3,192867,745016,1.09843e+006,849751,202271,29231,410545,1.20286e+006,644929,56869.3,1.10389e+006,1.90924e+006,5.26764e+006,1.27218e+007,1.45257e+007,8.14027e+006,2.04386e+006,157549,14506.7,676908,2.18203e+006,1.98774e+006,982944,497014,1.18121e+006,818855,96331.2,288314,3.99842e+006,1.00966e+007,1.09785e+007,9.47618e+006,9.51155e+006,8.9214e+006,8.0204e+006,5.4299e+006,2.88531e+006,6.72498e+006,6.24651e+006,1.07877e+006,751248,696409,237110,78769.7,50382.1,3293.32,5520.07,60760.8,147727,41096.3,7418.36,20278.2,79691.2,178312,96132,60978.8,235982,79476,11869.6,30442.7,5406.09,6953.27,57880.8,115275,135158,97368.7,60994.1,138213,136080,43581.1,45440.4,27958.7,5810.71,13938.1,23192.5,18373.6,23456,4035.85,14200,18768.2,12368.1,1976.52,47399.9,139942,111583,44123.9,30015.8,18976.3,4433.89,4255.43,4127.36,2245.56,3114.4,528.773,1073.9,2849.07,1754.68,400.303,11.6349,94.8409,113.85,76.2113,77.8224,149.233,103.828,89.5857,303.933,499.245,510.727,223.401,38.6569,23.3037,
100604,3.651e+006,3.70359e+006,582630,13867,16466,25108.3,5457.14,23887.5,163131,101907,130147,175748,29765.7,2452.97,2121.9,39246.8,60867.9,81563.6,246108,220199,112518,176986,529056,665491,256510,349949,715848,1.54815e+006,1.5996e+006,577858,86797,85059.6,285627,179949,141259,35498.6,12626.3,670382,2.60869e+006,2.91583e+006,3.76416e+006,3.66695e+006,1.50979e+006,193761,1.21052e+006,2.53908e+006,1.28884e+006,557871,1.53419e+006,2.85105e+006,2.27572e+006,757221,307509,191464,430782,509108,737946,700396,411049,125687,238782,1.50693e+006,654282,1.34863e+006,1.63251e+006,1.81912e+006,2.47526e+006,1.7745e+006,1.73163e+006,3.02851e+006,4.3048e+006,3.81171e+006,3.8786e+006,5.91043e+006,4.33394e+006,1.39327e+006,453492,511934,801185,402269,64980.2,592372,792152,239829,451092,825729,473588,106867,311498,2.91057e+006,4.36779e+006,1.62814e+006,304379,325129,2.08314e+006,1.36372e+006,1.2922e+006,3.61856e+006,4.74697e+006,2.36939e+006,3.07366e+006,3.147e+006,1.05784e+006,511196,887174,1.08748e+006,1.75656e+006,5.04823e+006,7.69822e+006,3.23331e+006,72267.9,730130,2.01682e+006,3.46319e+006,4.47126e+006,1.44201e+006,1.18194e+006,2.24007e+006,505246,524399,2.92398e+006,2.75007e+006,1.21992e+006,61319,3.31616e+006,7.01533e+006,1.95273e+006,1.07566e+006,2.39812e+006,1.05492e+006,111686,6367.1,173928,643418,854721,536036,339514,311206,437970,619159,343703,63024.9,84480.3,147048,41509.8,3418.18,70339.3,233199,72285.4,162254,657359,1.28417e+006,538691,226390,987586,994096,250632,1.41542e+007,2.1905e+007,3.2213e+006,968523,1.83084e+006,219150,241309,365525,2.43782e+006,6.01655e+006,3.82677e+006,1.27894e+006,952220,929567,1.07871e+006,1.75574e+006,2.97475e+006,3.22832e+006,6.24654e+006,8.22897e+006,3.2491e+006,2.11568e+006,5.49762e+006,2.35763e+006,198546,1.6645e+006,3.68117e+006,2.67383e+006,547776,245789,445755,298513,123302,521250,756766,805358,649945,187250,39791,166803,115171,67738,174922,118326,23553.7,38893.2,20114.3,6833.49,97083.2,121365,52275.8,46469.1,83822.8,378256,433426,122380,7711.64,73637,28450.7,530.754,7902.89,14352.9,25792.5,32651.1,64608.9,36261.5,2713.96,4394.5,5047.98,68559.2,184922,189567,51612.4,5790.14,13855.8,9777.47,2854.37,4155.48,3964.78,3525.87,2932.26,690.252,68.0767,275.105,5.18838,180.776,352.28,232.81,268.56,335.634,285.789,143.146,44.2448,1.20202,4.15644,26.7589,156.373,315.623,299.906,
1.15944e+006,5.81747e+006,6.54358e+006,1.6082e+006,74140.8,57.5809,2850.87,16226.4,44904.7,112493,369328,508974,241169,72974.2,42690.3,88745.1,239402,184004,20643.7,238701,204768,36526.4,75223.1,59004.2,310007,1.41899e+006,1.40323e+006,794235,1.01696e+006,2.21743e+006,2.21108e+006,1.15506e+006,1.30161e+006,2.55327e+006,3.16916e+006,1.69136e+006,433361,261261,617038,1.76724e+006,3.8719e+006,5.79403e+006,4.34276e+006,1.62063e+006,3.04689e+006,1.09143e+007,1.21528e+007,3.82344e+006,253399,372399,1.66183e+006,2.06237e+006,1.20479e+006,415177,175238,168042,135164,243680,765868,1.22384e+006,1.66903e+006,3.23072e+006,3.1008e+006,557829,532256,934792,377434,59866.8,874473,1.70698e+006,1.1204e+006,1.14151e+006,2.00464e+006,893646,1.25682e+006,4.40216e+006,1.35176e+006,415131,449540,29309.3,497106,532238,156552,653617,543988,155715,298621,808041,639977,996119,1.54969e+006,1.52967e+006,900526,422614,712982,2.32561e+006,3.35526e+006,2.71569e+006,3.20746e+006,9.44054e+006,8.88682e+006,1.41196e+006,783892,1.79441e+006,1.63249e+006,1.45812e+006,289891,135049,2.29714e+006,7.0391e+006,5.41988e+006,848783,3.0756e+006,5.9682e+006,3.75007e+006,1.14661e+006,391382,2.23081e+006,2.85768e+006,1.24243e+006,1.21779e+006,3.50898e+006,5.19892e+006,4.70879e+006,5.3171e+006,3.8248e+006,3.24198e+006,2.67817e+006,2.56342e+006,2.12645e+006,608094,42894.2,64951.3,47232.7,320447,152252,47797.6,36375.5,83281.4,416672,1.11715e+006,659608,121879,88996.5,233010,289941,215971,136106,27568.9,60863.8,158421,144103,816864,1.87137e+006,954188,378408,924184,5.91609e+006,1.94077e+007,2.17942e+007,6.0157e+006,559956,190155,310739,1.72693e+006,3.70104e+006,8.56765e+006,1.42282e+007,1.09032e+007,2.34208e+006,2180.65,382755,479730,852430,1.6485e+006,2.2207e+006,1.19835e+006,401539,1.6308e+006,6.30379e+006,7.16651e+006,3.20272e+006,1.9541e+006,1.45873e+006,2.63571e+006,4.62235e+006,4.6198e+006,3.07206e+006,2.27276e+006,1.9064e+006,1.64818e+006,1.50315e+006,1.13621e+006,1.25584e+006,1.07502e+006,182045,122066,157056,137883,158875,78462.7,18095.3,1590.67,9679.54,46293.2,34798,191751,625782,450269,72476.3,5356.1,45255.4,14243.9,37070.9,60834.7,24136,19840.7,314.289,18476.7,51344.4,71131.7,67788.7,47324.1,42676.7,58024.5,45378.2,22727.5,9647.31,21898.7,78123.8,42065.8,2974.57,2088.91,1378.29,2004.08,956.096,39.3278,578.53,1240.04,4072.88,3234.21,814.709,264.674,420.456,564.351,221.31,1.18981,6.19028,107.733,163.162,116.558,57.2224,29.933,44.1963,84.8444,79.2771,43.3413,
2.87704e+006,7.90971e+006,6.92238e+006,948427,425199,114897,18539.8,22130.6,19182.7,113089,650312,1.14665e+006,477282,47003.4,52613.2,98063.1,148155,58941,74692.8,614112,565280,68041.7,24256.4,349932,1.12881e+006,690354,422222,1.53437e+006,2.21121e+006,3.01055e+006,2.03974e+006,637487,1.46365e+006,1.59575e+006,4664.89,1.1059e+006,887682,61161,98026.8,197583,2.56698e+006,7.55191e+006,5.63281e+006,1.6635e+006,60295.1,3.30772e+006,7.87719e+006,4.31744e+006,1.44791e+006,431996,501470,636705,401570,500083,628919,892365,597420,536822,1.04093e+006,154605,147883,44413.6,1.69944e+006,3.49953e+006,1.81131e+006,904992,2.36753e+006,3.47786e+006,2.27867e+006,17048.7,2.31892e+006,3.60935e+006,1.91501e+006,3.23683e+006,7.10131e+006,8.64191e+006,3.65413e+006,494426,103189,609339,1.38279e+006,731806,116339,235617,123895,334687,92009.1,466278,1.02734e+006,232366,102042,88068.7,230914,391164,659274,523272,382131,53553.2,4.34721e+006,6.24488e+006,590107,739127,385752,17566.4,38726.6,739412,3.80235e+006,3.61592e+006,775675,2.18427e+006,567276,3.59781e+006,9.12494e+006,4.08146e+006,831565,284010,179778,112713,910122,1.74882e+006,263878,235689,1.46656e+006,5.38887e+006,5.34489e+006,2.1444e+006,856812,322868,109132,193793,103759,29560.1,22503.4,234500,902741,1.1386e+006,851970,652077,165061,84683.3,395116,257897,113380,40983.4,524566,435377,38918.6,3889.89,62775.2,363428,244168,216648,284811,308207,796382,421567,1.25408e+006,1.49136e+006,5.5136e+006,1.36895e+007,4.89891e+006,912959,1.94465e+006,1.09977e+006,605004,822572,55934,1.17065e+006,1.68771e+006,46101.3,583453,273208,367372,2.68612e+006,4.57606e+006,2.18852e+006,244941,473092,1.28713e+006,7.37217e+006,6.96348e+006,1.25366e+006,64477.7,874729,250639,289878,304172,81762.4,43774.5,65449.4,72644.1,474784,1.36288e+006,490603,843771,1.44663e+006,516688,143231,87864,9462.52,31277.2,52613.8,58395.1,35168.7,19642,130097,462086,759405,522807,163511,39046.3,87656.5,111545,105614,77712.4,32773.4,6365.82,12217,114734,246478,133790,6584.66,4435.88,1971.82,2045.1,10633.8,11550,11967.8,4156.76,40399.6,56666.9,10289.8,12147.5,8545.67,1948.12,432.456,1821.44,463.635,1857.34,7379.01,3884.9,419.4,611.191,139.955,79.3114,63.8404,238.408,465.384,489.634,205.872,53.3487,34.8981,60.7007,115.602,78.9622,54.4885,30.0964,
2.0584e+006,1.01103e+007,1.63477e+007,6.5326e+006,625590,45330.5,16711.1,21569.6,70757.5,33280.1,267440,640741,356960,54739.4,6868.44,31380,80809,45419.4,286999,713313,548198,75071,21147.7,128312,1.56327e+006,2.44823e+006,767230,11583,452857,1.11921e+006,294726,117966,1.18375e+006,2.44844e+006,255070,831625,1.19697e+006,274190,210644,604054,241454,512310,1.75299e+006,2.58303e+006,5.03247e+006,1.69946e+006,233636,854911,793002,1.3041e+006,1.62688e+006,639118,26557.6,443902,712691,484696,171747,702275,1.43503e+006,1.46447e+006,1.04055e+006,407086,26303.2,1.10731e+006,1.88549e+006,2.21764e+006,1.88216e+006,557471,2.8746e+006,3.31045e+006,774341,457406,217153,109412,276115,966335,2.03569e+006,816423,106141,833248,714959,73804.5,476466,901194,720491,503964,304334,259228,769539,367528,174294,112778,61446.1,266732,1.0119e+006,2.15042e+006,2.45026e+006,1.36381e+006,804434,2.18521e+006,1.62265e+006,918594,185928,12557.6,67324.4,165624,3.35881e+006,1.09189e+007,1.09904e+007,3.10555e+006,394543,2.63954e+006,2.17775e+006,3.81793e+006,2.01322e+006,212127,716331,2.28116e+006,1.68701e+006,17380,1.23699e+006,1.91539e+006,1.87196e+006,746857,1.47796e+006,3.32729e+006,1.36268e+006,314481,703408,673143,249491,24389.8,269083,587951,127466,135269,437909,142510,172202,365339,77490.2,4499.51,78401.9,250105,298553,148192,69742.8,89839.2,41623,57463.1,204534,269409,690517,1.01273e+006,724917,511474,799766,3.43983e+006,1.13661e+007,1.0982e+007,3.09848e+006,1.62567e+006,1.95701e+006,940625,1.68042e+006,2.47413e+006,3.29458e+006,5.91429e+006,3.21658e+006,247704,889329,529579,134797,978453,1.70181e+006,354022,634418,561274,773470,7.80377e+006,1.28885e+007,6.65771e+006,483424,723779,1.43675e+006,817955,699214,986269,872882,460537,188262,8535.3,402447,606093,705620,890516,319386,101292,149088,156899,17913.4,52632.8,119798,73208.5,425.525,56469.8,14063.7,51261.8,67473.3,12000,46508.8,128570,92146.9,83435.8,51305,4169.44,7133.48,1988.92,22676.1,42829.6,90915.6,54397.7,7431.79,201.022,2004.58,9807.95,4873.17,8227.3,26417.1,44927.8,74344.6,65361.9,31583.2,7552.5,123.876,2524.44,1348.36,664.164,1182.45,4925.09,4105.98,266.236,514.311,336.698,202.009,161.865,57.6396,166.251,183.001,130.582,79.4198,88.4153,204.239,176.829,14.372,278.179,399.739,
3.86389e+006,1.00258e+007,9.02146e+006,1.23174e+006,230275,1.07508e+006,1.79921e+006,561163,15836.2,46432.1,130270,101334,2985.5,31534.8,54837.2,102294,83068.8,107404,11411.1,165057,163074,81575.3,453073,332103,743660,989289,140662,49424.5,538459,1.75874e+006,1.69104e+006,570219,729424,7.4516e+006,9.84153e+006,2.48126e+006,69106,576921,205836,198473,582545,1.52974e+006,1.34115e+006,1.00783e+006,2.79447e+006,5.21041e+006,3.88343e+006,1.59855e+006,1.20588e+006,425717,203367,316889,30961.4,77236.7,215059,612931,299324,144971,30796.8,70371.6,186913,367307,100285,65692.9,344754,442694,827992,1.43665e+006,86593,1.05591e+006,2.07911e+006,1.35769e+006,655827,245256,717222,1.42673e+006,1.30875e+006,290653,316412,736620,727133,104418,211656,240904,11121.4,69788.7,185810,388660,609316,562892,243290,123601,485908,826084,225664,2.82372e+006,7.24503e+006,5.37166e+006,999511,46862.4,267980,394192,589163,728757,227506,43812.9,979769,6.25102e+006,8.68871e+006,3.19003e+006,2.58583e+006,3.68855e+006,2.82448e+006,1.03364e+006,34189.9,502533,770300,1.67956e+006,2.16063e+006,1.61511e+006,236604,117815,81107.9,494140,1.35718e+006,2.41162e+006,567115,454658,2.06273e+006,1.56442e+006,36410,580320,947907,261688,168028,189907,36121.2,141164,282113,444154,365593,252587,109748,49831.1,58246.6,9321.21,42277.3,66599.6,129674,113483,53907.9,100791,518329,738986,262911,110717,574670,2.51615e+006,1.79351e+006,151029,1.62842e+006,2.43868e+006,2.83588e+006,2.1104e+006,278458,1.43067e+006,4.00629e+006,4.3901e+006,3.05262e+006,795021,1.00129e+006,1.26961e+006,909576,811145,262996,255051,169705,725638,750264,384790,433530,1.4316e+006,2.38691e+006,3.27773e+006,2.73796e+006,1.73592e+006,928872,16674.3,211213,213292,111284,208253,672651,810053,551150,128493,15970.4,129504,242890,408395,278478,41030.5,6321.42,22256,14034.4,31043.1,35664.1,24531.5,58373.8,28687.6,20136.7,81900,72023.3,4986.65,39415.2,35499,13119.1,334.042,7644.65,28436.2,23284.1,1378.17,15529.7,14201.5,15945.5,26653,23836.1,22203.8,14766.3,7202.37,37.0246,6500.02,4422.9,5589.52,7752.71,3559.42,285.079,139.491,1756.01,6153.13,6056.69,1091.64,100.458,271.85,167.261,139.691,460.143,458.396,232.182,114.664,17.5656,22.2568,121.279,332.463,160.833,263.83,637.286,
3.78146e+006,7.43214e+006,1.06047e+007,1.74089e+006,3.05363e+006,1.79979e+007,1.45485e+007,1.34822e+006,869474,413091,239603,391903,347939,123427,198947,465563,421404,317065,273716,5571.35,768306,1.10568e+006,180054,136032,323838,229161,199318,408814,459302,763646,537634,1.25871e+006,1.10749e+006,4.66249e+006,1.01742e+007,4.82659e+006,910038,1.03962e+006,727777,713597,2.09935e+006,4.06461e+006,3.05971e+006,1.0002e+006,233724,1.1678e+006,949595,133563,1.35168e+006,1.06126e+006,320235,59271.9,202526,538779,1.17236e+006,1.16272e+006,428382,641609,976916,1.28667e+006,1.42158e+006,875502,537596,882797,1.29761e+006,1.09371e+006,965248,1.70447e+006,2.35089e+006,1.10328e+006,99182.6,741665,1.47136e+006,1.42488e+006,1.20315e+006,1.621e+006,2.11441e+006,902934,315146,339784,78445.7,72594.5,381241,296823,80218.5,81353.1,151936,179562,503599,766670,400205,494174,1.35343e+006,1.4604e+006,2456.71,1.87143e+006,1.10564e+006,374987,2.67135e+006,4.05092e+006,4.429e+006,3.72623e+006,3.23103e+006,3.46668e+006,3.7159e+006,3.54231e+006,2.33563e+006,217715,1.49358e+006,773195,1.00803e+006,3.17879e+006,1.32016e+006,1.29226e+006,2.47022e+006,2.15134e+006,1.63969e+006,959146,534151,21716.9,811973,1.58521e+006,1.18297e+006,2.26359e+006,6.21377e+006,7.29009e+006,2.84297e+006,1.34477e+006,2.75056e+006,3.22076e+006,886924,309575,720275,559502,177566,121133,234628,172593,168007,141991,24787.1,1440.02,55644.2,223928,454803,300638,41121.6,10147.4,100321,195375,124169,178668,12450.3,594441,650804,121268,514085,4.50181e+006,8.7424e+006,5.72028e+006,1.79238e+006,1.53937e+006,1.25135e+006,248400,545726,1.0128e+006,525016,356987,166830,287185,686670,784696,1.57652e+006,1.00848e+006,233340,1677.61,330350,1.1251e+006,1.11215e+006,1.12315e+006,710250,452038,198759,192754,470241,3.20426e+006,2.91606e+006,484524,477120,396850,377674,348273,168422,13444.2,398595,227440,10733,37733.7,218136,251421,49712.3,7840.3,22965.1,26490.7,46429.8,38182.9,29783,63573.7,113223,105422,63604.2,24370.8,27910.5,32277,13654.6,3007.7,5373.82,9844.48,22052.1,42000.8,20241.2,8386.58,5997.38,11916,6210.23,10399.5,14798.3,15766.2,31134.9,40619.8,31767.7,18756.4,4832.99,1136.74,1788.93,2985.17,1524.57,116.767,1242.45,2869.48,3881.25,1623.86,317.176,478.33,228.315,255.004,289.724,46.2298,196.358,302.472,158.345,41.126,13.9513,135.214,149.689,307.862,560.076,
271170,383461,4.56999e+006,9.19043e+006,1.53599e+008,5.1564e+008,5.80468e+008,2.38918e+008,3.86465e+007,2.24132e+006,1.90666e+007,4.41406e+007,6.11719e+007,6.00027e+007,3.62266e+007,1.0714e+007,430550,986257,1.49741e+006,266465,2.86015e+006,1.3705e+007,1.25282e+007,3.05942e+006,133402,1.60879e+006,3.42245e+006,2.07618e+006,433891,1.02544e+006,1.24163e+006,132635,2.71336e+006,9.34214e+006,5.42642e+006,105366,1.12777e+006,789261,401276,483518,775754,2.14908e+006,1.21833e+006,119380,522587,17142.9,911446,1.14736e+006,280032,249651,594485,963337,1.07447e+006,787577,536193,13553.4,569178,893589,210777,123699,94462.1,357139,191083,387376,196646,492830,527645,508944,950721,1.42035e+006,1.84566e+006,4.08266e+006,3.2541e+006,2.40374e+006,1.82663e+006,1.33668e+006,1.76436e+006,1.22123e+006,230860,684947,1.50156e+006,615044,199060,329895,108219,4763.78,72388,102766,532969,430552,370197,147434,540374,1.54425e+006,717937,1.0726e+006,2.89332e+006,1.66625e+006,370467,231317,664450,544812,482587,1.77417e+006,4.00821e+006,7.35628e+006,666451,4.085e+006,6.96452e+006,1.43701e+006,476016,3.21036e+006,3.52846e+006,2.54874e+006,612626,875374,376074,1.23487e+006,3.95821e+006,2.04774e+006,136037,2.1e+006,1.85281e+006,2.12162e+006,8.19424e+006,1.01179e+007,1.6686e+006,100118,1.32819e+006,3.79438e+006,2.51566e+006,500967,220942,349210,308640,142333,73828.9,72007.7,314924,442812,127419,166930,242568,189479,497391,939001,435130,3602.43,210255,278279,300743,376178,205206,453955,1.59795e+006,1.35058e+006,53997.7,1.16551e+006,2.73362e+006,2.38103e+006,650940,153637,159330,898692,769720,13151.1,37906.7,1.35888e+006,5.79602e+006,6.78387e+006,3.51978e+006,816236,101376,427967,192683,378859,1.6793e+006,1.98482e+006,1.85233e+006,906916,239349,2.26652e+006,1.7301e+006,167178,641914,2.77387e+006,2.25345e+006,607862,347180,152003,26044.5,233358,381302,729362,435674,268700,529109,569424,344896,296263,263559,60028.5,7956.31,1808.36,8033.54,15337.9,23318.2,9735.19,6844.99,31294.1,4130.2,31607.7,76525,62821.6,38196.5,23318.7,2219.08,11211.1,59315.6,100747,74727.8,36011.3,20069.3,10457.4,11103.5,23155.8,18485,12717.6,9280.92,1051.31,3884.36,7325.57,17027.9,10155.4,4716.21,2313.47,3117.18,4498.5,1265.73,323.954,1450.3,2168.88,768.86,165.79,168.882,118.935,40.7408,422.501,479.404,120.516,26.5528,14.3916,179.86,278.199,191.458,229.793,344.711,
155720,4.5134e+006,2.42933e+007,1.663e+008,7.97281e+008,1.09786e+009,2.49863e+008,2.41275e+008,4.43582e+008,2.30755e+008,2.78155e+008,1.43812e+009,3.04984e+009,2.36178e+009,6.30716e+008,4.25241e+007,50649.7,466345,55924.8,1.16056e+007,8.30301e+007,1.72362e+008,1.10164e+008,1.53565e+007,1.55069e+007,6.40157e+007,9.12225e+007,4.66465e+007,9.33724e+006,292820,3.31775e+006,5.54958e+006,7.34162e+006,1.21766e+007,1.4183e+007,5.53267e+006,610834,267354,581824,532287,972060,2.63038e+006,3.1537e+006,1.13055e+006,791925,941856,244869,421130,247328,381660,1.07373e+006,786899,17111.1,477232,466448,617939,1.42949e+006,682775,262796,857974,610124,194059,139639,137906,400477,297200,229041,198317,259739,13849.8,2.0478e+006,3.80229e+006,3.25066e+006,4.68187e+006,3.19597e+006,1.71499e+006,1.14288e+006,98470.3,9539.96,579803,1.90809e+006,1.50497e+006,706650,98526.6,197949,503030,245436,53184.1,351664,421598,350877,276551,312324,213475,319011,605531,1746.17,1.69312e+006,4.33091e+006,4.00828e+006,1.83558e+006,594044,1.63114e+006,21117.8,7.25604e+006,1.36945e+007,4.28802e+006,7.51113e+006,1.17904e+007,8.09884e+006,4.6569e+006,1.26283e+006,600958,332801,1.7261e+006,1.43836e+006,161757,593181,3.97668e+006,4.95473e+006,1.83587e+006,329583,1.08765e+006,3.38389e+006,7.57326e+006,8.84765e+006,5.91437e+006,1.40784e+006,330879,2.67404e+006,1.52865e+006,182923,50838.1,164794,2514.99,42789.6,77176.5,75869.8,25157.5,51938,720410,1.6242e+006,1.23065e+006,589419,874327,874106,204748,269944,102694,27499.1,45961.9,227952,613078,952346,475461,33992.2,613669,655895,229742,208091,220943,1.13144e+006,1.01136e+006,332877,1.59656e+006,3.57511e+006,3.48761e+006,656971,795874,3.67584e+006,3.65467e+006,1.01776e+006,419701,151967,56105.4,330787,799463,858837,641998,1.00535e+006,1.92537e+006,1.32527e+006,114576,748687,1.44803e+006,969831,75192.1,60624.1,10250.3,98367.4,264698,75914.7,142334,760042,880010,506681,130542,97727.9,663519,713434,183600,26343,20138.8,33960.1,40033.4,45781.6,42372.7,30605.6,7862.81,2151.4,28355.8,86013.5,118665,54648.5,11617.1,45831.4,79981.1,58808,9130.95,10443.5,64902.4,51924.8,8765.45,9489.49,7036.22,5420.93,740.788,4737.33,11528,7320.4,11165.9,12493,6738.14,1717.36,369.305,4687.99,2844.33,364.766,4113.1,5539.16,3697.15,555.153,117.054,335.477,291.647,175.891,379.847,519.036,203.435,76.4597,62.6488,40.2924,50.8363,157.644,194.254,140.081,103.804,
